DistDedao,DistInd,DistMeio,DistAnelar,Distdedin,Letra
0.4973998567588722,0.38787970500162294,0.25783128120898524,0.20628623082697262,0.22340206750545777,A
0.46677283597410324,0.35969994754571744,0.2506123351205462,0.2168892768702083,0.24579583447307404,A
0.49480682053279224,0.3918282094325483,0.26903798834118964,0.21279193738778843,0.22497216215677154,A
0.4977727580209544,0.3950948727321592,0.26563600442493396,0.2087549669207561,0.21992856069447442,A
0.5423024987416367,0.4038209706351338,0.27488051172975553,0.2211538704236071,0.2208603037497523,A
0.5618512637862855,0.38298433008972554,0.2598889113288828,0.20646598151561169,0.2090646830528867,A
0.5677478448927012,0.39698432753374363,0.27589340752575275,0.22073468263304094,0.21367452656520053,A
0.5202179003242852,0.38818264877193515,0.2605299598984565,0.20349698435968164,0.21422449073961072,A
0.5028227281180987,0.3919556658484671,0.264951714558844,0.2064355199552967,0.21333518901226803,A
0.5013821790441392,0.3909720006368724,0.26315173734741437,0.21231843141092072,0.22607077854538482,A
0.4948705892027984,0.37869403358925774,0.2545611395081591,0.20740633590898452,0.2242755392917004,A
0.5404726145942195,0.3887606454865203,0.2708288779946369,0.2231127476675657,0.23543161704784996,A
0.5027807970152998,0.3868815468447288,0.2723357671229277,0.23059543495178927,0.24066222901865322,A
0.5026614924191531,0.40121896226303094,0.27766921447475884,0.22910486081584655,0.23624847316208816,A
0.5218261143736622,0.38184040691810717,0.26529458076408696,0.20974540437544018,0.2271699949957243,A
0.5610121233657459,0.4004938049588059,0.2735257788186676,0.22340277592372926,0.22677178470513235,A
0.5163865211772098,0.39620295321912796,0.26965839575095685,0.2124823338114313,0.2262555468078996,A
0.507045987500017,0.3332884343210145,0.18103328257798937,0.1386716503129692,0.21253939043482672,A
0.5186715476378205,0.3198423311088124,0.18516411778282096,0.13625622686993039,0.21377120750462913,A
0.5328052297200746,0.32010511585469575,0.1778442569462833,0.11856640887585666,0.20509043689391462,A
0.4954142357894907,0.30973118808869127,0.19155951878905864,0.14723796574880912,0.2376240465968221,A
0.49362562558802286,0.310765145248771,0.1972746606100053,0.15650763372583693,0.24681123233551652,A
0.5002203726939998,0.3094371391606826,0.2011148736915328,0.1591940133593139,0.24173196089001592,A
0.4832947639984347,0.33113331210437974,0.2082602802428509,0.14774244445370469,0.22612199956142354,A
0.4836184471080481,0.3342051181102056,0.19806923594384243,0.14691544716260638,0.2254689233727475,A
0.5641313151059267,0.31423895257115636,0.15289516633278866,0.10146456403756499,0.18463907830159546,A
0.6089903476706949,0.3235098198836956,0.1646786669731095,0.10618963335451032,0.1683616888096766,A
0.5706738721828327,0.33006176297967277,0.17024721361833184,0.10521065401059654,0.18818036416955325,A
0.5369598420417682,0.3502225747937619,0.20320190902370075,0.13316866831459997,0.2181754866718148,A
0.4989267174824118,0.3269247690422766,0.20267238801465493,0.14933834261918477,0.2347742150880475,A
0.48439001976138746,0.3332808774032573,0.2064670885233598,0.1551015134756111,0.2381832170158626,A
0.49146168084190717,0.3493618813506806,0.21950646020372525,0.16575058268487375,0.24201663865793333,A
0.47739936331842064,0.3351311207587226,0.21613273559369184,0.18753057159378458,0.26331517416429884,A
0.47410888465881196,0.3483634766822971,0.2249273375929877,0.18882946088061398,0.25476157886248973,A
0.45668367000670507,0.37148227653888666,0.2568345390000259,0.22224799643607054,0.26295213498787545,A
0.4745230447102521,0.38384465911834714,0.2697057897504334,0.23604060538894228,0.27213067043562633,A
0.47608433890941226,0.3707575209574116,0.2534712436932583,0.21873954807685772,0.2630248344170842,A
0.5007975253407406,0.37933460437325905,0.24885721418990675,0.20836961613247823,0.23597046129721336,A
0.5382544568091137,0.4010160341928536,0.27398532861856156,0.21595207574514266,0.22626262144031922,A
0.5578316341935445,0.41889351432085425,0.2870993028865682,0.2230761927233581,0.22586750868822983,A
0.5153506234173292,0.4026699996568319,0.2809757057309954,0.23616891675071686,0.2466057257577926,A
0.480759742270976,0.3956439766608078,0.26973009437417317,0.2349703761650467,0.26320955616791514,A
0.4881630610372465,0.3798389889921562,0.27805611524583135,0.24909163224267186,0.27921148178992716,A
0.5100925679585551,0.40600152057980216,0.2773466790620308,0.22871330958757255,0.2530169799896953,A
0.517793760561344,0.40810206164565394,0.27583635096101317,0.23155819193962687,0.25294437545358994,A
0.5210366850442433,0.4013006032115855,0.29487394203454276,0.26642881214163,0.2854741179733189,A
0.47174723761731663,0.40473259668708533,0.29544263526903514,0.26910750062418926,0.296135012144875,A
0.48413952830013407,0.3769271444932744,0.2542672280140307,0.20101372443287502,0.21863816066698805,A
0.48116720258577034,0.38676659436432215,0.26431673520598586,0.22540145835912176,0.2441440357042584,A
0.448029498954998,0.3865855511735868,0.27641624727261904,0.2348973524538503,0.2568700213049457,A
0.45619154887462915,0.38375768475976046,0.2576264250447801,0.21376703198742994,0.23656467238601744,A
0.5114074880290383,0.39296690112216526,0.26367695836106936,0.21300424602351498,0.2183693882961047,A
0.5308813285668167,0.3840861205324881,0.26247098030447724,0.21074072052657322,0.2184112360119664,A
0.491813971258866,0.3831372370077372,0.2506135187412641,0.19104901875653169,0.21257831643448433,A
0.49846933238915847,0.38402818892873325,0.2554503950206208,0.2020714832126743,0.22021848803988378,A
0.4681079324690616,0.36266524686533125,0.25175180212856213,0.20629744021142254,0.22457827320331197,A
0.48585827238832596,0.37746532067609717,0.26715479778195156,0.21929074339670496,0.22119766408537525,A
0.49816897947927613,0.3709374486861154,0.26735701112548665,0.21898167625236878,0.2123373034474347,A
0.4630507555811626,0.3444081898693357,0.24016010676683072,0.18760969358574567,0.21208175525085227,A
0.4485394749788188,0.3610184340174211,0.24638305947232458,0.19125078777980822,0.2155032203229734,A
0.39815264449534316,0.30791507706273297,0.20311756319780824,0.17617964259201435,0.22237040479546138,A
0.4989136975074461,0.3596289023130396,0.2576236305171148,0.21064449745754718,0.21598692651173299,A
0.4787791355139648,0.38532317060664745,0.26101045355616087,0.20880010263567614,0.22052981046347037,A
0.4913196530544562,0.3931595620387813,0.2632776841857539,0.21168086371262274,0.21494178576743794,A
0.4792309184267728,0.3913603543354015,0.25796044974920435,0.20014377990341511,0.2084649529525976,A
0.4784041902577472,0.3949263169292323,0.26257361308213045,0.21011071907756163,0.21706332012280583,A
0.504368699842804,0.7598473020038664,0.7790821322059914,0.7403685079960456,0.6358587619155013,B
0.5023994703541332,0.7685126389106544,0.7905942930774913,0.747940295432736,0.6421589433327989,B
0.5258698560166073,0.771040596703179,0.7944976911914017,0.7538524939057053,0.6462059156032017,B
0.5076771795933813,0.7630210327234522,0.7904321865784636,0.7526751034646809,0.648361579686963,B
0.47085372073060044,0.72408665613922,0.7595733262166519,0.7235116074849969,0.6316467711490654,B
0.4796054122647401,0.7287694803391613,0.7651846165860299,0.7327826453096951,0.6409883826226327,B
0.45622534138839993,0.7148976919186365,0.7553966256987655,0.7255639288171547,0.6464695703909885,B
0.43511679626533045,0.7135413460099782,0.7754661879309332,0.7536187669961354,0.6715336892065403,B
0.4416108916236792,0.7310609946469804,0.8073309399932082,0.7868147665007436,0.7147067869768776,B
0.4249583538495295,0.7346882854090466,0.8123403018942398,0.8012620823439048,0.7282663016770282,B
0.42323232652606413,0.73407843649697,0.8074472634166553,0.8036077861336747,0.7348366487685868,B
0.4253942102239503,0.7336423116673064,0.8089610596071233,0.8039547616183339,0.7326942411443401,B
0.42741036569364677,0.7255662386354104,0.7771402599802485,0.7464901180578867,0.665820273136334,B
0.45035144563394763,0.7522560433534453,0.7880279704582804,0.7521819820824347,0.6572881665473109,B
0.5001532248011551,0.8106337493949214,0.8398248846325211,0.789031406776792,0.6643433773517678,B
0.5052921966370281,0.8433710187617572,0.8627899786951397,0.7852385521063189,0.6415523794358077,B
0.5024071990761358,0.8388460398452775,0.8671529536797947,0.7859699600629847,0.6395752803543007,B
0.4565442702285187,0.7706610425065387,0.8070513790501378,0.7493905334675227,0.6394536761533296,B
0.4413645427073103,0.7578245739853842,0.7933283544491203,0.7471249114087979,0.6482952683803326,B
0.4765943537161086,0.7586237788792001,0.7977655520247129,0.7528443909792424,0.6525905248646737,B
0.4755514220045426,0.7589004886873003,0.7849758026989375,0.7375468696686551,0.6309461785673555,B
0.5038445599755251,0.758711756521484,0.7775727804276665,0.727866529697969,0.6127392746218936,B
0.5031011292530464,0.7519708693384151,0.7598235884563851,0.7109019950246669,0.6059985061742634,B
0.5216347050464207,0.7501131021857153,0.7606130787696619,0.7093448294339865,0.6077856398714485,B
0.5409478636906229,0.8475700067541989,0.8679034404205669,0.8392076868384086,0.7698557317832724,B
0.45663429342277745,0.7712806855548315,0.8116946889606201,0.7584587797856653,0.6516168868945622,B
0.46630946813802265,0.7716616759607435,0.8108513603219392,0.7554006616665732,0.6453930161638743,B
0.46881315747098234,0.7645809136210926,0.7983124516364392,0.7466740493768163,0.6380843031315011,B
0.45921718509697235,0.7650941933655009,0.7982357216929811,0.7455820307089651,0.6407476008086695,B
0.44913413659829804,0.7690410965549506,0.8115752776266748,0.7623814333849858,0.6558797884076109,B
0.4383323229483344,0.7566069229675644,0.8013468009803587,0.7668334005454915,0.6704067035972175,B
0.43659210646150703,0.7511970146257677,0.7950694727244025,0.7600511700406832,0.6751014161645557,B
0.4379067632925633,0.7498527690737558,0.7974694973753842,0.7631652262886066,0.6794318605234536,B
0.4071728429345297,0.7493687382370855,0.7892152183459678,0.750638465262431,0.6639409027969225,B
0.4792232768474765,0.8061836595992499,0.8372436047554331,0.7701196263302119,0.656128889373281,B
0.47665522911772557,0.8009598682856208,0.8337328096913311,0.7653268120841511,0.6481457215909892,B
0.4979660888615075,0.8316137917843127,0.8529529389901511,0.7848049631133203,0.6565182877396838,B
0.503304015538462,0.854924464884877,0.869830819730668,0.8008121653644966,0.657743595818422,B
0.47646256305111273,0.8115159517567163,0.8451355926067078,0.7747379235717843,0.6506846139826975,B
0.4511745205066359,0.7831690135155568,0.8247467344148104,0.7723058450328806,0.667819108622141,B
0.42382064545004167,0.7785038306571699,0.8260260502954537,0.7926827619544982,0.7020282645673217,B
0.4481765665352396,0.7880560096357406,0.8283897056142288,0.7701100733399563,0.6558148522925474,B
0.4301350513950297,0.7630168076353683,0.8017493332657789,0.7586332119384017,0.6627476157910017,B
0.4280366737149412,0.7641152227556366,0.8036266477537828,0.7529038444936667,0.6428600139439414,B
0.4392113465465801,0.7778214474923939,0.813785023216793,0.7625144458264517,0.6578124861994831,B
0.44338000714693415,0.7842541850556116,0.8220660981969394,0.7670372080890042,0.6572300505454944,B
0.44023422012335534,0.7741848342281082,0.8136457714504921,0.7601025914517064,0.6528181558605073,B
0.441523159697841,0.775103858898083,0.815776767249085,0.7617315851291351,0.6575792778320587,B
0.4442499669735978,0.7718466465249627,0.8116219667434823,0.7601785304532503,0.6530976473943995,B
0.4531028909843066,0.7889291249516804,0.8253915236316386,0.771582114902766,0.6657040046074919,B
0.45781196924683676,0.7883247728300111,0.8273773680795249,0.772735764531238,0.6608527024088497,B
0.453065404503122,0.770774241039772,0.80732956241241,0.7535538393155843,0.6480747002380919,B
0.42587542898490915,0.7638385350605351,0.8035620761262553,0.7497285998594809,0.6456402165706713,B
0.45494342050799386,0.7757869571962054,0.8121825975591918,0.764029974428365,0.6606112804600167,B
0.4248326591753105,0.7677611362046539,0.8072736553933587,0.7561430769572657,0.6530062878106835,B
0.4307012686849605,0.7644495205809464,0.8011388878772355,0.7530879417905678,0.6492328047516502,B
0.4353826361234393,0.7704643995390255,0.8098927369259967,0.7587901251151917,0.6546279915633992,B
0.4156418819418215,0.7634481283730287,0.7991053765089091,0.7473470791012485,0.6450739555722195,B
0.42012784522412266,0.7638487024531436,0.801983230121694,0.748802214494014,0.643345290846216,B
0.4487982792934798,0.7542105554464293,0.7740573331064166,0.7215729782976698,0.6210007576240543,B
0.4377868498942494,0.7493169190067839,0.7679958159585458,0.7209062759601954,0.6300635990451163,B
0.43762667299192953,0.7372110644756332,0.766885133231613,0.7246985330536324,0.6403770761930105,B
0.4498239353889268,0.7365409760204963,0.7648147086934823,0.722712284706155,0.6380113741766917,B
0.4342329779132077,0.7380231988498135,0.764653348275744,0.7205432764620433,0.6255472239147308,B
0.44635771036835487,0.7643678096286132,0.7975670969717427,0.7487208586063112,0.6476007777718705,B
0.45815342809062876,0.7830913244260589,0.8145318421756068,0.7766722827167,0.6800569904570899,B
0.6279792253352232,0.6622140870585966,0.6850663670602484,0.616834056618879,0.5291800336380623,C
0.6147057853573773,0.6458697767587788,0.6736102346143302,0.622567577866827,0.5504874283020829,C
0.6152759201771855,0.6466089824999279,0.6724603230448049,0.6138335678903064,0.5452411841652205,C
0.6142987749717941,0.6319747923238831,0.6584684611544716,0.6066709540986756,0.5325301864997627,C
0.610879083060581,0.6396393883052253,0.6633038924583456,0.6196235234660225,0.5492943208430129,C
0.5910721539842593,0.6227284230815925,0.6459228678700122,0.604056295891711,0.5384201010956253,C
0.5681566313256661,0.6005547044927813,0.6214821213624666,0.5883540058073679,0.529511980732027,C
0.6003737373804107,0.6328006199164369,0.6459004021549709,0.5999488761328599,0.5207075931252616,C
0.6104754138658327,0.6281720742175085,0.6518052702145088,0.5983380527721289,0.5252396946129013,C
0.6274760267896494,0.6533163346371048,0.6636480802065648,0.5991146267474811,0.5029999448266985,C
